Kultur,Entwicklungsstadium,id_element,Element,Einheit,min_labor,max_labor
Winterraps,30-50 cm,p_n,Stickstoff 1,% TS,4.0,5.5
Winterraps,30-50 cm,p_ca,Calcium 1,% TS,1.0,2.0
Winterraps,30-50 cm,p_p,Phosphor 1,% TS,0.35,0.7
Winterraps,30-50 cm,p_k,Kalium 1,% TS,2.8,5.0
Winterraps,30-50 cm,p_mg,Magnesium 1,% TS,0.25,0.4
Winterraps,30-50 cm,p_na,Natrium 2,% TS,0.004,2.0
Winterraps,30-50 cm,p_s,Schwefel 2,% TS,0.45,0.9
Winterraps,30-50 cm,p_b,Bor 1,ppm,30.0,60.0
Winterraps,30-50 cm,p_mn,Mangan 1,ppm,30.0,150.0
Winterraps,30-50 cm,p_cu,Kupfer 1,ppm,5.0,12.0
Winterraps,30-50 cm,p_zn,Zink 1,ppm,25.0,70.0
Winterraps,30-50 cm,p_fe,Eisen 2,ppm,50.0,150.0
Winterraps,30-50 cm,p_mo,Molybdän 2,ppm,0.4,1.0
Winterraps,30-50 cm,p_co,Cobalt,ppm,0.01,0.4
Winterraps,30-50 cm,p_se,Selen,ppm,0.01,0.5
Winterraps,EC 53,p_n,"Stickstoff 1,2",% TS,4.2,5.5
Winterraps,EC 53,p_ca,Calcium 2,% TS,1.0,2.0
Winterraps,EC 53,p_p,"Phosphor 1,2",% TS,0.4,0.74
Winterraps,EC 53,p_k,"Kalium 1,2",% TS,2.3,4.8
Winterraps,EC 53,p_mg,"Magnesium 1,2",% TS,0.18,0.36
Winterraps,EC 53,p_na,Natrium 3,% TS,0.004,2.0
Winterraps,EC 53,p_s,"Schwefel 1,2",% TS,0.45,0.9
Winterraps,EC 53,p_b,"Bor  1,2",ppm,15.0,50.0
Winterraps,EC 53,p_mn,"Mangan  1,2",ppm,30.0,150.0
Winterraps,EC 53,p_cu,Kupfer 2,ppm,5.0,12.0
Winterraps,EC 53,p_zn,Zink 2,ppm,25.0,70.0
Winterraps,EC 53,p_fe,Eisen 3,ppm,50.0,150.0
Winterraps,EC 53,p_mo,"Molybdän  1,2",ppm,0.38,1.0
Winterraps,EC 53,p_co,Cobalt,ppm,0.01,0.4
Winterraps,EC 53,p_se,Selen,ppm,0.01,0.5
Winterraps,EC 55,p_n,"Stickstoff  1,2",% TS,4.1,5.5
Winterraps,EC 55,p_ca,Calcium 2,% TS,1.0,2.0
Winterraps,EC 55,p_p,"Phosphor  1,2",% TS,0.39,0.73
Winterraps,EC 55,p_k,"Kalium  1,2",% TS,2.3,4.8
Winterraps,EC 55,p_mg,"Magnesium 1,2",% TS,0.18,0.37
Winterraps,EC 55,p_na,Natrium 3,% TS,0.004,2.0
Winterraps,EC 55,p_s,"Schwefel 1,2",% TS,0.45,0.9
Winterraps,EC 55,p_b,"Bor 1,2",ppm,16.0,60.0
Winterraps,EC 55,p_mn,"Mangan  1,2",ppm,28.0,150.0
Winterraps,EC 55,p_cu,Kupfer 2,ppm,5.0,12.0
Winterraps,EC 55,p_zn,Zink 2,ppm,25.0,70.0
Winterraps,EC 55,p_fe,Eisen 3,ppm,50.0,150.0
Winterraps,EC 55,p_mo,"Molybdän  1,2",ppm,0.36,1.0
Winterraps,EC 55,p_co,Cobalt,ppm,0.01,0.4
Winterraps,EC 55,p_se,Selen,ppm,0.01,0.5
Winterraps,EC 57-61,p_n,"Stickstoff  1,2",% TS,4.1,5.5
Winterraps,EC 57-61,p_ca,Calcium 2,% TS,1.0,2.0
Winterraps,EC 57-61,p_p,"Phosphor  1,2",% TS,0.36,0.7
Winterraps,EC 57-61,p_k,"Kalium  1,2",% TS,2.4,4.9
Winterraps,EC 57-61,p_mg,"Magnesium 1,2",% TS,0.18,0.38
Winterraps,EC 57-61,p_na,Natrium 3,% TS,0.01,2.0
Winterraps,EC 57-61,p_s,"Schwefel 1,2",% TS,0.5,0.9
Winterraps,EC 57-61,p_b,"Bor 1,2",ppm,18.0,60.0
Winterraps,EC 57-61,p_mn,"Mangan 1,2",ppm,25.0,150.0
Winterraps,EC 57-61,p_cu,Kupfer 2,ppm,5.0,12.0
Winterraps,EC 57-61,p_zn,Zink 2,ppm,25.0,70.0
Winterraps,EC 57-61,p_fe,Eisen 3,ppm,50.0,150.0
Winterraps,EC 57-61,p_mo,"Molybdän 1,2",ppm,0.34,1.0
Winterraps,EC 57-61,p_co,Cobalt,ppm,0.01,0.4
Winterraps,EC 57-61,p_se,Selen,ppm,0.01,0.5
Winterraps,EC 62-63,p_n,"Stickstoff 1,2",% TS,4.0,5.4
Winterraps,EC 62-63,p_ca,Calcium 2,% TS,1.0,2.0
Winterraps,EC 62-63,p_p,"Phosphor 1,2",% TS,0.32,0.66
Winterraps,EC 62-63,p_k,"Kalium 1,2",% TS,2.4,4.9
Winterraps,EC 62-63,p_mg,"Magnesium 1,2",% TS,0.19,0.39
Winterraps,EC 62-63,p_na,Natrium 3,% TS,0.01,2.0
Winterraps,EC 62-63,p_s,"Schwefel 1,2",% TS,0.5,0.9
Winterraps,EC 62-63,p_b,"Bor 1,2",ppm,19.0,60.0
Winterraps,EC 62-63,p_mn,"Mangan 1,2",ppm,22.0,150.0
Winterraps,EC 62-63,p_cu,Kupfer 2,ppm,5.0,12.0
Winterraps,EC 62-63,p_zn,Zink 2,ppm,25.0,70.0
Winterraps,EC 62-63,p_fe,Eisen 3,ppm,50.0,150.0
Winterraps,EC 62-63,p_mo,"Molybdän 1,2",ppm,0.32,0.9
Winterraps,EC 62-63,p_co,Cobalt,ppm,0.01,0.4
Winterraps,EC 62-63,p_se,Selen,ppm,0.01,0.5
Winterraps,EC 64,p_n,"Stickstoff 1,2",% TS,3.9,5.3
Winterraps,EC 64,p_ca,Calcium 2,% TS,1.0,2.0
Winterraps,EC 64,p_p,"Phosphor 1,2",% TS,0.27,0.59
Winterraps,EC 64,p_k,"Kalium 1,2",% TS,2.3,4.6
Winterraps,EC 64,p_mg,"Magnesium 1,2",% TS,0.21,0.42
Winterraps,EC 64,p_na,Natrium 3,% TS,0.01,2.0
Winterraps,EC 64,p_s,"Schwefel 1,2",% TS,0.5,0.9
Winterraps,EC 64,p_b,"Bor 1,2",ppm,20.0,50.0
Winterraps,EC 64,p_mn,"Mangan 1,2",ppm,20.0,150.0
Winterraps,EC 64,p_cu,Kupfer 2,ppm,5.0,12.0
Winterraps,EC 64,p_zn,Zink 2,ppm,25.0,70.0
Winterraps,EC 64,p_fe,Eisen 3,ppm,50.0,150.0
Winterraps,EC 64,p_mo,"Molybdän 1,2",ppm,0.3,0.9
Winterraps,EC 64,p_co,Cobalt,ppm,0.01,0.4
Winterraps,EC 64,p_se,Selen,ppm,0.01,0.5
Winterweizen,EC 24-28,p_n,"Stickstoff 1,2,3",% TS,3.6,5.5
Winterweizen,EC 24-28,p_ca,"Calcium 1,2,3",% TS,0.52,0.78
Winterweizen,EC 24-28,p_p,"Phosphor 1,2,3",% TS,0.39,0.62
Winterweizen,EC 24-28,p_k,"Kalium 1,2,3",% TS,3.4,5.1
Winterweizen,EC 24-28,p_mg,"Magnesium 1,2,3",% TS,0.08,0.15
Winterweizen,EC 24-28,p_na,Natrium 4,% TS,0.004,2.0
Winterweizen,EC 24-28,p_s,Schwefel 4,% TS,0.37,0.5
Winterweizen,EC 24-28,p_b,Bor 2,ppm,6.0,12.0
Winterweizen,EC 24-28,p_mn,"Mangan 1,2,3",ppm,33.0,116.0
Winterweizen,EC 24-28,p_cu,"Kupfer 1,2,3",ppm,4.9,11.3
Winterweizen,EC 24-28,p_zn,"Zink 1,2,3",ppm,23.0,34.0
Winterweizen,EC 24-28,p_fe,Eisen 4,ppm,50.0,150.0
Winterweizen,EC 24-28,p_mo,Molybdän 2,ppm,0.1,0.3
Winterweizen,EC 24-28,p_co,Cobalt,ppm,0.01,0.4
Winterweizen,EC 24-28,p_se,Selen,ppm,0.01,0.5
Winterweizen,EC 29-30,p_n,"Stickstoff 1,2,3",% TS,3.2,5.2
Winterweizen,EC 29-30,p_ca,"Calcium 1,2,3",% TS,0.44,0.72
Winterweizen,EC 29-30,p_p,"Phosphor 1,2,3",% TS,0.36,0.57
Winterweizen,EC 29-30,p_k,"Kalium 1,2,3",% TS,3.3,5.1
Winterweizen,EC 29-30,p_mg,"Magnesium 1,2,3",% TS,0.08,0.16
Winterweizen,EC 29-30,p_na,Natrium 4,% TS,0.004,2.0
Winterweizen,EC 29-30,p_s,Schwefel 4,% TS,0.3,0.5
Winterweizen,EC 29-30,p_b,Bor 2,ppm,6.0,12.0
Winterweizen,EC 29-30,p_mn,"Mangan 1,2,3",ppm,31.0,100.0
Winterweizen,EC 29-30,p_cu,"Kupfer 1,2,3",ppm,4.4,11.2
Winterweizen,EC 29-30,p_zn,"Zink 1,2,3",ppm,21.0,34.0
Winterweizen,EC 29-30,p_fe,Eisen 4,ppm,50.0,150.0
Winterweizen,EC 29-30,p_mo,Molybdän 2,ppm,0.1,0.3
Winterweizen,EC 29-30,p_co,Cobalt,ppm,0.01,0.4
Winterweizen,EC 29-30,p_se,Selen,ppm,0.01,0.5
Winterweizen,EC 31,p_n,"Stickstoff 1,2,3",% TS,2.8,4.8
Winterweizen,EC 31,p_ca,"Calcium 1,2,3",% TS,0.38,0.66
Winterweizen,EC 31,p_p,"Phosphor 1,2,3",% TS,0.33,0.52
Winterweizen,EC 31,p_k,"Kalium 1,2,3",% TS,3.2,5.1
Winterweizen,EC 31,p_mg,"Magnesium 1,2,3",% TS,0.08,0.17
Winterweizen,EC 31,p_na,Natrium 4,% TS,0.004,2.0
Winterweizen,EC 31,p_s,Schwefel 4,% TS,0.3,0.5
Winterweizen,EC 31,p_b,Bor 2,ppm,6.0,12.0
Winterweizen,EC 31,p_mn,"Mangan 1,2,3",ppm,29.0,88.0
Winterweizen,EC 31,p_cu,"Kupfer 1,2,3",ppm,4.0,10.9
Winterweizen,EC 31,p_zn,"Zink 1,2,3",ppm,19.0,34.0
Winterweizen,EC 31,p_fe,Eisen 4,ppm,50.0,150.0
Winterweizen,EC 31,p_mo,Molybdän 2,ppm,0.1,0.3
Winterweizen,EC 31,p_co,Cobalt,ppm,0.01,0.4
Winterweizen,EC 31,p_se,Selen,ppm,0.01,0.5
Winterweizen,EC 32-36,p_n,"Stickstoff 1,2,3",% TS,2.4,4.3
Winterweizen,EC 32-36,p_ca,"Calcium 1,2,3",% TS,0.33,0.61
Winterweizen,EC 32-36,p_p,"Phosphor 1,2,3",% TS,0.3,0.48
Winterweizen,EC 32-36,p_k,"Kalium 1,2,3",% TS,3.0,4.8
Winterweizen,EC 32-36,p_mg,"Magnesium 1,2,3",% TS,0.08,0.17
Winterweizen,EC 32-36,p_na,Natrium 4,% TS,0.004,2.0
Winterweizen,EC 32-36,p_s,Schwefel 4,% TS,0.3,0.5
Winterweizen,EC 32-36,p_b,Bor 2,ppm,5.0,10.0
Winterweizen,EC 32-36,p_mn,"Mangan 1,2,3",ppm,28.0,77.0
Winterweizen,EC 32-36,p_cu,"Kupfer 1,2,3",ppm,3.6,10.6
Winterweizen,EC 32-36,p_zn,"Zink 1,2,3",ppm,18.0,33.0
Winterweizen,EC 32-36,p_fe,Eisen 4,ppm,50.0,150.0
Winterweizen,EC 32-36,p_mo,Molybdän 2,ppm,0.1,0.3
Winterweizen,EC 32-36,p_co,Cobalt,ppm,0.01,0.4
Winterweizen,EC 32-36,p_se,Selen,ppm,0.01,0.5
Winterweizen,EC 37-38,p_n,"Stickstoff 1,2,3",% TS,2.2,3.8
Winterweizen,EC 37-38,p_ca,"Calcium 1,2,3",% TS,0.3,0.56
Winterweizen,EC 37-38,p_p,"Phosphor 1,2,3",% TS,0.28,0.44
Winterweizen,EC 37-38,p_k,"Kalium 1,2,3",% TS,2.8,4.5
Winterweizen,EC 37-38,p_mg,"Magnesium 1,2,3",% TS,0.08,0.16
Winterweizen,EC 37-38,p_na,Natrium 4,% TS,0.01,2.0
Winterweizen,EC 37-38,p_s,Schwefel 4,% TS,0.3,0.5
Winterweizen,EC 37-38,p_b,Bor 2,ppm,5.0,10.0
Winterweizen,EC 37-38,p_mn,"Mangan 1,2,3",ppm,28.0,70.0
Winterweizen,EC 37-38,p_cu,"Kupfer 1,2,3",ppm,3.5,10.1
Winterweizen,EC 37-38,p_zn,"Zink 1,2,3",ppm,17.0,31.0
Winterweizen,EC 37-38,p_fe,Eisen 4,ppm,50.0,150.0
Winterweizen,EC 37-38,p_mo,Molybdän 2,ppm,0.1,0.3
Winterweizen,EC 37-38,p_co,Cobalt,ppm,0.01,0.4
Winterweizen,EC 37-38,p_se,Selen,ppm,0.01,0.5
Winterweizen,EC 39-41,p_n,"Stickstoff 1,2,3",% TS,2.0,3.3
Winterweizen,EC 39-41,p_ca,"Calcium 1,2,3",% TS,0.3,0.52
Winterweizen,EC 39-41,p_p,"Phosphor 1,2,3",% TS,0.26,0.39
Winterweizen,EC 39-41,p_k,"Kalium 1,2,3",% TS,2.5,4.0
Winterweizen,EC 39-41,p_mg,"Magnesium 1,2,3",% TS,0.08,0.15
Winterweizen,EC 39-41,p_na,Natrium 4,% TS,0.01,2.0
Winterweizen,EC 39-41,p_s,Schwefel 4,% TS,0.3,0.5
Winterweizen,EC 39-41,p_b,Bor 2,ppm,5.0,10.0
Winterweizen,EC 39-41,p_mn,"Mangan 1,2,3",ppm,28.0,65.0
Winterweizen,EC 39-41,p_cu,"Kupfer 1,2,3",ppm,3.4,9.5
Winterweizen,EC 39-41,p_zn,"Zink 1,2,3",ppm,17.0,28.0
Winterweizen,EC 39-41,p_fe,Eisen 4,ppm,50.0,150.0
Winterweizen,EC 39-41,p_mo,Molybdän 2,ppm,0.1,0.3
Winterweizen,EC 39-41,p_co,Cobalt,ppm,0.01,0.4
Winterweizen,EC 39-41,p_se,Selen,ppm,0.01,0.5
Winterweizen,EC 42-45,p_n,"Stickstoff 1,2,3",% TS,1.8,2.7
Winterweizen,EC 42-45,p_ca,"Calcium 1,2,3",% TS,0.31,0.48
Winterweizen,EC 42-45,p_p,"Phosphor 1,2,3",% TS,0.25,0.35
Winterweizen,EC 42-45,p_k,"Kalium 1,2,3",% TS,2.2,3.3
Winterweizen,EC 42-45,p_mg,"Magnesium 1,2,3",% TS,0.08,0.13
Winterweizen,EC 42-45,p_na,Natrium 4,% TS,0.01,2.0
Winterweizen,EC 42-45,p_s,Schwefel 4,% TS,0.3,0.5
Winterweizen,EC 42-45,p_b,Bor 2,ppm,5.0,10.0
Winterweizen,EC 42-45,p_mn,"Mangan 1,2,3",ppm,30.0,63.0
Winterweizen,EC 42-45,p_cu,"Kupfer 1,2,3",ppm,3.5,8.8
Winterweizen,EC 42-45,p_zn,"Zink 1,2,3",ppm,17.0,24.0
Winterweizen,EC 42-45,p_fe,Eisen 4,ppm,50.0,150.0
Winterweizen,EC 42-45,p_mo,Molybdän 2,ppm,0.1,0.3
Winterweizen,EC 42-45,p_co,Cobalt,ppm,0.01,0.4
Winterweizen,EC 42-45,p_se,Selen,ppm,0.01,0.5
Wintergerste,EC 28,p_n,"Stickstoff 1,2,3",% TS,3.2,5.7
Wintergerste,EC 28,p_ca,Calcium 2,% TS,0.3,1.0
Wintergerste,EC 28,p_p,"Phosphor 1,2,3",% TS,0.37,0.59
Wintergerste,EC 28,p_k,"Kalium 1,2,3",% TS,3.4,5.2
Wintergerste,EC 28,p_mg,"Magnesium 1,2,3",% TS,0.08,0.3
Wintergerste,EC 28,p_na,Natrium 4,% TS,0.01,2.0
Wintergerste,EC 28,p_s,Schwefel 4,% TS,0.3,0.5
Wintergerste,EC 28,p_b,Bor 2,ppm,6.0,12.0
Wintergerste,EC 28,p_mn,"Mangan 1,2,3",ppm,27.0,84.0
Wintergerste,EC 28,p_cu,"Kupfer 1,2,3",ppm,4.1,10.6
Wintergerste,EC 28,p_zn,"Zink 1,2,3",ppm,26.0,43.0
Wintergerste,EC 28,p_fe,Eisen 4,ppm,50.0,150.0
Wintergerste,EC 28,p_mo,Molybdän 2,ppm,0.1,0.3
Wintergerste,EC 28,p_co,Cobalt,ppm,0.01,0.4
Wintergerste,EC 28,p_se,Selen,ppm,0.01,0.5
Wintergerste,EC 29,p_n,"Stickstoff 1,2,3",% TS,2.8,5.4
Wintergerste,EC 29,p_ca,Calcium 2,% TS,0.3,1.0
Wintergerste,EC 29,p_p,"Phosphor 1,2,3",% TS,0.36,0.61
Wintergerste,EC 29,p_k,"Kalium 1,2,3",% TS,3.3,5.6
Wintergerste,EC 29,p_mg,"Magnesium 1,2,3",% TS,0.08,0.3
Wintergerste,EC 29,p_na,Natrium 4,% TS,0.01,2.0
Wintergerste,EC 29,p_s,Schwefel 4,% TS,0.3,0.5
Wintergerste,EC 29,p_b,Bor 2,ppm,6.0,12.0
Wintergerste,EC 29,p_mn,"Mangan 1,2,3",ppm,22.0,88.0
Wintergerste,EC 29,p_cu,"Kupfer 1,2,3",ppm,3.8,11.6
Wintergerste,EC 29,p_zn,"Zink 1,2,3",ppm,24.0,49.0
Wintergerste,EC 29,p_fe,Eisen 4,ppm,50.0,150.0
Wintergerste,EC 29,p_mo,Molybdän 2,ppm,0.1,0.3
Wintergerste,EC 29,p_co,Cobalt,ppm,0.01,0.4
Wintergerste,EC 29,p_se,Selen,ppm,0.01,0.5
Wintergerste,EC 30-31,p_n,"Stickstoff 1,2,3",% TS,2.5,5.0
Wintergerste,EC 30-31,p_ca,Calcium 2,% TS,0.3,1.0
Wintergerste,EC 30-31,p_p,"Phosphor 1,2,3",% TS,0.34,0.6
Wintergerste,EC 30-31,p_k,"Kalium 1,2,3",% TS,3.2,5.7
Wintergerste,EC 30-31,p_mg,"Magnesium 1,2,3",% TS,0.08,0.3
Wintergerste,EC 30-31,p_na,Natrium 4,% TS,0.01,2.0
Wintergerste,EC 30-31,p_s,Schwefel 4,% TS,0.3,0.5
Wintergerste,EC 30-31,p_b,Bor 2,ppm,6.0,12.0
Wintergerste,EC 30-31,p_mn,"Mangan 1,2,3",ppm,19.0,88.0
Wintergerste,EC 30-31,p_cu,"Kupfer 1,2,3",ppm,3.6,12.0
Wintergerste,EC 30-31,p_zn,"Zink 1,2,3",ppm,23.0,52.0
Wintergerste,EC 30-31,p_fe,Eisen 4,ppm,50.0,150.0
Wintergerste,EC 30-31,p_mo,Molybdän 2,ppm,0.1,0.3
Wintergerste,EC 30-31,p_co,Cobalt,ppm,0.01,0.4
Wintergerste,EC 30-31,p_se,Selen,ppm,0.01,0.5
Wintergerste,EC 32-36,p_n,"Stickstoff 1,2,3",% TS,2.3,4.6
Wintergerste,EC 32-36,p_ca,Calcium 2,% TS,0.25,1.0
Wintergerste,EC 32-36,p_p,"Phosphor 1,2,3",% TS,0.33,0.58
Wintergerste,EC 32-36,p_k,"Kalium 1,2,3",% TS,3.0,5.6
Wintergerste,EC 32-36,p_mg,"Magnesium 1,2,3",% TS,0.07,0.3
Wintergerste,EC 32-36,p_na,Natrium 4,% TS,0.01,2.0
Wintergerste,EC 32-36,p_s,Schwefel 4,% TS,0.3,0.5
Wintergerste,EC 32-36,p_b,Bor 2,ppm,5.0,10.0
Wintergerste,EC 32-36,p_mn,"Mangan 1,2,3",ppm,16.0,82.0
Wintergerste,EC 32-36,p_cu,"Kupfer 1,2,3",ppm,3.6,11.9
Wintergerste,EC 32-36,p_zn,"Zink 1,2,3",ppm,22.0,51.0
Wintergerste,EC 32-36,p_fe,Eisen 4,ppm,50.0,150.0
Wintergerste,EC 32-36,p_mo,Molybdän 2,ppm,0.1,0.2
Wintergerste,EC 32-36,p_co,Cobalt,ppm,0.01,0.4
Wintergerste,EC 32-36,p_se,Selen,ppm,0.01,0.5
Wintergerste,EC 37-38,p_n,"Stickstoff 1,2,3",% TS,2.0,4.1
Wintergerste,EC 37-38,p_ca,Calcium 2,% TS,0.25,1.0
Wintergerste,EC 37-38,p_p,"Phosphor 1,2,3",% TS,0.31,0.53
Wintergerste,EC 37-38,p_k,"Kalium 1,2,3",% TS,2.9,5.2
Wintergerste,EC 37-38,p_mg,"Magnesium 1,2,3",% TS,0.07,0.3
Wintergerste,EC 37-38,p_na,Natrium 4,% TS,0.01,2.0
Wintergerste,EC 37-38,p_s,Schwefel 4,% TS,0.3,0.5
Wintergerste,EC 37-38,p_b,Bor 2,ppm,5.0,10.0
Wintergerste,EC 37-38,p_mn,"Mangan 1,2,3",ppm,15.0,71.0
Wintergerste,EC 37-38,p_cu,"Kupfer 1,2,3",ppm,3.6,11.1
Wintergerste,EC 37-38,p_zn,"Zink 1,2,3",ppm,21.0,47.0
Wintergerste,EC 37-38,p_fe,Eisen 4,ppm,50.0,150.0
Wintergerste,EC 37-38,p_mo,Molybdän 2,ppm,0.1,0.2
Wintergerste,EC 37-38,p_co,Cobalt,ppm,0.01,0.4
Wintergerste,EC 37-38,p_se,Selen,ppm,0.01,0.5
Wintergerste,EC 39-41,p_n,"Stickstoff 1,2,3",% TS,1.9,3.5
Wintergerste,EC 39-41,p_ca,Calcium 2,% TS,0.25,1.0
Wintergerste,EC 39-41,p_p,"Phosphor 1,2,3",% TS,0.29,0.46
Wintergerste,EC 39-41,p_k,"Kalium 1,2,3",% TS,2.6,4.6
Wintergerste,EC 39-41,p_mg,"Magnesium 1,2,3",% TS,0.07,0.3
Wintergerste,EC 39-41,p_na,Natrium 4,% TS,0.01,2.0
Wintergerste,EC 39-41,p_s,Schwefel 4,% TS,0.3,0.5
Wintergerste,EC 39-41,p_b,Bor 2,ppm,5.0,10.0
Wintergerste,EC 39-41,p_mn,"Mangan 1,2,3",ppm,15.0,55.0
Wintergerste,EC 39-41,p_cu,"Kupfer 1,2,3",ppm,3.6,9.8
Wintergerste,EC 39-41,p_zn,"Zink 1,2,3",ppm,20.0,40.0
Wintergerste,EC 39-41,p_fe,Eisen 4,ppm,50.0,150.0
Wintergerste,EC 39-41,p_mo,Molybdän 2,ppm,0.1,0.2
Wintergerste,EC 39-41,p_co,Cobalt,ppm,0.01,0.4
Wintergerste,EC 39-41,p_se,Selen,ppm,0.01,0.5
Wintergerste,EC 42-45,p_n,"Stickstoff 1,2,3",% TS,1.7,2.9
Wintergerste,EC 42-45,p_ca,Calcium 2,% TS,0.25,1.0
Wintergerste,EC 42-45,p_p,"Phosphor 1,2,3",% TS,0.26,0.38
Wintergerste,EC 42-45,p_k,"Kalium 1,2,3",% TS,2.4,3.8
Wintergerste,EC 42-45,p_mg,"Magnesium 1,2,3",% TS,0.07,0.3
Wintergerste,EC 42-45,p_na,Natrium 4,% TS,0.01,2.0
Wintergerste,EC 42-45,p_s,Schwefel 4,% TS,0.3,0.5
Wintergerste,EC 42-45,p_b,Bor 2,ppm,5.0,10.0
Wintergerste,EC 42-45,p_mn,"Mangan 1,2,3",ppm,16.0,34.0
Wintergerste,EC 42-45,p_cu,"Kupfer 1,2,3",ppm,3.6,7.8
Wintergerste,EC 42-45,p_zn,"Zink 1,2,3",ppm,19.0,29.0
Wintergerste,EC 42-45,p_fe,Eisen 4,ppm,50.0,150.0
Wintergerste,EC 42-45,p_mo,Molybdän 2,ppm,0.1,0.2
Wintergerste,EC 42-45,p_co,Cobalt,ppm,0.01,0.4
Wintergerste,EC 42-45,p_se,Selen,ppm,0.01,0.5
Winterroggen,EC 28,p_n,"Stickstoff 1,2,3",% TS,3.3,6.1
Winterroggen,EC 28,p_ca,Calcium 2,% TS,0.35,1.0
Winterroggen,EC 28,p_p,"Phosphor 1,2,3",% TS,0.47,0.79
Winterroggen,EC 28,p_k,"Kalium 1,2,3",% TS,3.2,4.8
Winterroggen,EC 28,p_mg,"Magnesium 1,2,3",% TS,0.1,0.2
Winterroggen,EC 28,p_na,Natrium 4,% TS,0.01,2.0
Winterroggen,EC 28,p_s,Schwefel 4,% TS,0.32,0.41
Winterroggen,EC 28,p_b,Bor 2,ppm,5.0,10.0
